#
# Linsky & Wood 1996 Alpha Centauri B
# Hubble Space Telescope HRS UV spectra
# Extracted from the HST Archive (MAST), dataset z2mp010dt
#
# lam - wavelength in Angstroms, range: ~1212.3 to 1218.8A
# flam - flux in relative F-lambda (erg/s/cm^2/A)
#
lam               flam
1.21450256E+03     1.35968281E-02
1.21450574E+03     1.58865824E-02
1.21450903E+03     1.93198789E-02
1.21451221E+03     1.41504165E-02
1.21451550E+03     1.81715023E-02
1.21451880E+03     1.64473131E-02
1.21452197E+03     2.33238228E-02
1.21452527E+03     7.26605207E-03
1.21452844E+03     1.93013474E-02
1.21453174E+03     1.58592910E-02
1.21453503E+03     1.01358443E-02
1.21453821E+03     1.81683041E-02
1.21454150E+03     1.35741364E-02
1.21454468E+03     2.27484237E-02
1.21454797E+03     2.55970750E-02
1.21455127E+03     1.52783915E-02
1.21455444E+03     2.15742979E-02
1.21455774E+03     2.21484490E-02
1.21456091E+03     2.61564776E-02
1.21456421E+03     2.32891794E-02
1.21456750E+03     1.46958828E-02
1.21457068E+03     2.44274456E-02
1.21457397E+03     1.29890097E-02
1.21457715E+03     1.75530259E-02
1.21458044E+03     1.81224532E-02
1.21458374E+03     3.01297922E-02
1.21458691E+03     2.09686402E-02
1.21459021E+03     3.06845158E-02
1.21459338E+03     1.98342465E-02
1.21459668E+03     2.26824805E-02
1.21459998E+03     2.15253234E-02
1.21460315E+03     3.01057026E-02
1.21460645E+03     2.03935318E-02
1.21460962E+03     1.69641487E-02
1.21461292E+03     2.66598742E-02
1.21461609E+03     2.15235483E-02
1.21461938E+03     2.32248660E-02
1.21462268E+03     2.49391142E-02
1.21462585E+03     1.75153557E-02
1.21462915E+03     2.66476404E-02
1.21463232E+03     2.55149715E-02
1.21463562E+03     2.60797404E-02
1.21463892E+03     3.91862057E-02
1.21464209E+03     1.86361782E-02
1.21464539E+03     2.37651709E-02
1.21464856E+03     2.60457844E-02
1.21465186E+03     3.34750116E-02
