lambda       flux        ferr     
8274.00      2.01916    0.0444103 
8275.00      1.88743    0.0445694 
8276.00      1.97460    0.0443793 
8277.00      1.93845    0.0443474 
8278.00      2.08209    0.0437539 
8279.00      2.46038    0.0447163 
8280.00      2.31653    0.0451161 
8281.00      2.12596    0.0452222 
8282.00      2.02505    0.0450058 
8283.00      1.75962    0.0439422 
8284.00      1.76532    0.0432571 
8285.00      2.43725    0.0434187 
8286.00      2.49582    0.0436277 
8287.00      2.37020    0.0437482 
8288.00      2.35183    0.0431186 
8289.00      2.30169    0.0432549 
8290.00      2.51123    0.0443212 
8291.00      2.32633    0.0449929 
8292.00      2.22339    0.0435663 
8293.00      2.17617    0.0435879 
8294.00      2.19667    0.0436501 
8295.00      1.97542    0.0432188 
8296.00      1.93408    0.0429289 
8297.00      2.07102    0.0433302 
8298.00      2.14888    0.0433990 
8299.00      2.06033    0.0435060 
8300.00      2.00486    0.0430222 
8301.00      2.07078    0.0434217 
8302.00      2.24977    0.0438943 
8303.00      2.13399    0.0438114 
8304.00      2.06080    0.0434984 
8305.00      2.11959    0.0431928 
8306.00      2.12907    0.0432694 
8307.00      2.05959    0.0433324 
8308.00      2.07478    0.0432944 
8309.00      2.07853    0.0432975 
8310.00      2.07590    0.0433580 
8311.00      2.04915    0.0433283 
8312.00      2.02957    0.0434499 
8313.00      2.15049    0.0432605 
8314.00      2.22429    0.0433270 
8315.00      2.20849    0.0432887 
8316.00      2.19122    0.0433571 
8317.00      2.12449    0.0433495 
8318.00      2.04141    0.0431749 
8319.00      2.02326    0.0432391 
8320.00      2.00091    0.0432380 
8321.00      1.97291    0.0432220 
8322.00      2.02259    0.0431721 
8323.00      2.11440    0.0430321 
8324.00      2.27590    0.0432417 
8325.00      2.35084    0.0432188 
8326.00      2.30780    0.0446322 
8327.00      2.34403    0.0473811 
8328.00      2.43724    0.0454955 
8329.00      2.45606    0.0430408 
8330.00      2.05102    0.0428862 
8331.00      2.32048    0.0434766 
8332.00      2.65370    0.0435576 
8333.00      2.75195    0.0431889 
8334.00      3.12742    0.0424136 
8335.00      2.96786    0.0442294 
8336.00      3.40181    0.0458788 
8337.00      2.45799    0.0446919 
8338.00      1.83982    0.0429525 
8339.00      1.75898    0.0428863 
8340.00      1.53373    0.0431271 
8341.00      1.47532    0.0431975 
8342.00      1.57224    0.0425219 
8343.00      1.80080    0.0428314 
8344.00      2.13911    0.0440997 
8345.00      2.29434    0.0442091 
8346.00      2.37681    0.0431538 
8347.00      2.43071    0.0430675 
8348.00      2.37768    0.0432534 
8349.00      2.21171    0.0430095 
8350.00      2.14054    0.0426725 
8351.00      2.02120    0.0430244 
8352.00      1.92754    0.0432746 
8353.00      1.95235    0.0430889 
8354.00      1.89006    0.0428929 
8355.00      1.93955    0.0430021 
8356.00      2.07512    0.0433671 
8357.00      2.04869    0.0435215 
8358.00      2.12267    0.0429903 
8359.00      2.35995    0.0427140 
8360.00      2.46573    0.0428263 
8361.00      2.48221    0.0429035 
8362.00      2.59795    0.0428197 
8363.00      2.57422    0.0430599 
8364.00      2.30911    0.0434411 
8365.00      2.16835    0.0442386 
8366.00      2.07008    0.0436542 
8367.00      1.91840    0.0431507 
8368.00      1.95356    0.0431520 
8369.00      1.85495    0.0434538 
8370.00      1.65008    0.0436678 
8371.00      1.65457    0.0432897 
8372.00      1.85528    0.0429717 
8373.00      2.15529    0.0438279 
8374.00      2.39231    0.0441941 
8375.00      2.52257    0.0437525 
8376.00      2.49450    0.0430605 
8377.00      2.33357    0.0429704 
8378.00      2.27375    0.0430524 
8379.00      2.18053    0.0429710 
8380.00      2.06399    0.0431296 
8381.00      1.88408    0.0453184 
8382.00      1.94470    0.0475149 
8383.00      1.88450    0.0445004 
8384.00      1.54181    0.0429901 
8385.00      1.49070    0.0434774 
8386.00      1.69762    0.0440386 
8387.00      1.94461    0.0439314 
8388.00      1.88750    0.0431928 
8389.00      2.01997    0.0432639 
8390.00      2.50997    0.0450137 
8391.00      2.53123    0.0465277 
8392.00      2.57225    0.0447827 
8393.00      2.62165    0.0431072 
8394.00      2.54812    0.0430368 
8395.00      2.55432    0.0430091 
8396.00      2.63429    0.0428779 
8397.00      2.49942    0.0436925 
8398.00      2.28978    0.0449651 
8399.00      2.18944    0.0436842 
8400.00      1.73265    0.0430516 
8401.00      1.44026    0.0432526 
8402.00      1.44336    0.0437846 
8403.00      1.56601    0.0436980 
8404.00      1.58868    0.0432029 
8405.00      1.63127    0.0432247 
8406.00      1.96457    0.0440989 
8407.00      2.03016    0.0449005 
8408.00      1.95190    0.0439276 
8409.00      1.98877    0.0434585 
8410.00      2.09182    0.0433071 
8411.00      2.04396    0.0436545 
8412.00      2.23320    0.0460583 
8413.00      2.91873    0.0478685 
8414.00      2.86773    0.0446096 
8415.00      2.60386    0.0436465 
8416.00      2.23850    0.0440141 
8417.00      2.03774    0.0446305 
8418.00      2.45441    0.0445183 
8419.00      2.50534    0.0437001 
8420.00      2.43476    0.0441101 
8421.00      2.52178    0.0459360 
8422.00      2.30818    0.0474901 
8423.00      1.99505    0.0453443 
8424.00      1.78551    0.0437181 
8425.00      1.84834    0.0434848 
8426.00      1.86260    0.0435859 
8427.00      1.89565    0.0434685 
8428.00      1.91996    0.0434432 
8429.00      1.87210    0.0434497 
8430.00      1.89574    0.0433556 
8431.00      1.95035    0.0434439 
8432.00      1.90947    0.0433969 
8433.00      1.82905    0.0436147 
8434.00      1.83297    0.0442968 
8435.00      1.94704    0.0450176 
8436.00      2.00806    0.0441359 
8437.00      2.35169    0.0436031 
8438.00      2.69277    0.0439104 
8439.00      2.74839    0.0443064 
8440.00      2.74675    0.0443613 
8441.00      2.99069    0.0437431 
8442.00      2.81217    0.0439743 
8443.00      2.53175    0.0452006 
8444.00      2.57927    0.0454241 
8445.00      2.74325    0.0445322 
8446.00      2.73963    0.0443368 
8447.00      2.83467    0.0457901 
8448.00      3.06645    0.0477331 
8449.00      2.83518    0.0452836 
8450.00      2.57511    0.0444967 
8451.00      2.52614    0.0447502 
8452.00      2.80399    0.0453221 
8453.00      2.89579    0.0452710 
8454.00      2.01123    0.0446519 
8455.00      1.74625    0.0447621 
8456.00      1.90862    0.0462883 
8457.00      2.07462    0.0475954 
8458.00      2.01836    0.0461342 
8459.00      1.96996    0.0444641 
8460.00      1.98943    0.0443663 
8461.00      2.04700    0.0444311 
8462.00      2.06978    0.0443002 
8463.00      1.96712    0.0443648 
8464.00      2.03448    0.0441879 
8465.00      2.29208    0.0443551 
8466.00      2.53924    0.0443563 
8467.00      2.79011    0.0442655 
8468.00      2.96292    0.0441407 
8469.00      3.00333    0.0442324 
8470.00      2.95789    0.0442445 
8471.00      2.80636    0.0441758 
8472.00      2.55322    0.0443829 
8473.00      2.30012    0.0442979 
8474.00      2.02232    0.0445479 
8475.00      1.84397    0.0448570 
8476.00      1.83577    0.0456294 
8477.00      1.86591    0.0450869 
8478.00      1.80751    0.0447333 
8479.00      1.69159    0.0449796 
8480.00      1.48173    0.0454119 
8481.00      1.43987    0.0453692 
8482.00      1.63422    0.0450774 
8483.00      1.84258    0.0450460 
8484.00      1.97449    0.0458278 
8485.00      2.01531    0.0461245 
8486.00      2.02139    0.0458228 
8487.00      1.87072    0.0472996 
8488.00      1.98997    0.0465364 
8489.00      1.94278    0.0454430 
8490.00      2.01208    0.0454089 
8491.00      2.07538    0.0457937 
8492.00      2.05205    0.0460616 
8493.00      2.03770    0.0456391 
8494.00      1.72884    0.0452171 
8495.00      1.84326    0.0458705 
8496.00      2.01635    0.0469071 
8497.00      1.94772    0.0466861 
8498.00      1.97724    0.0451050 
8499.00      2.05319    0.0450447 
8500.00      2.22949    0.0449790 
8501.00      2.51378    0.0450549 
8502.00      2.98427    0.0449325 
8503.00      3.33120    0.0451220 
8504.00      3.39766    0.0448884 
8505.00      3.16364    0.0451163 
8506.00      2.92688    0.0451801 
8507.00      2.73531    0.0450320 
8508.00      2.40369    0.0451463 
8509.00      2.11528    0.0453932 
8510.00      1.96791    0.0450533 
8511.00      1.83315    0.0453096 
8512.00      1.79713    0.0452752 
8513.00      1.78683    0.0453719 
8514.00      1.83651    0.0453767 
8515.00      1.87741    0.0452303 
8516.00      1.89100    0.0456324 
8517.00      1.97352    0.0454628 
8518.00      1.98087    0.0454884 
8519.00      1.88097    0.0458322 
8520.00      1.89140    0.0456578 
8521.00      1.91085    0.0463680 
8522.00      1.93565    0.0460854 
8523.00      1.96036    0.0459685 
8524.00      2.03503    0.0459995 
8525.00      2.02572    0.0461847 
8526.00      1.94821    0.0463602 
8527.00      2.01206    0.0461597 
8528.00      2.06966    0.0459435 
8529.00      1.98272    0.0465595 
8530.00      2.03573    0.0466546 
8531.00      2.02640    0.0472691 
8532.00      1.88994    0.0466391 
8533.00      1.89601    0.0463209 
8534.00      1.88039    0.0463307 
8535.00      1.86919    0.0466268 
8536.00      1.93713    0.0468680 
8537.00      1.92702    0.0462699 
8538.00      1.75871    0.0463329 
8539.00      1.75682    0.0467984 
8540.00      1.90749    0.0470592 
8541.00      1.91990    0.0467178 
8542.00      1.87858    0.0463514 
8543.00      2.06876    0.0464034 
8544.00      2.55824    0.0463241 
8545.00      3.16803    0.0462045 
8546.00      3.46868    0.0464076 
8547.00      3.48081    0.0463502 
8548.00      3.42206    0.0465403 
8549.00      3.27151    0.0464865 
8550.00      3.03747    0.0464620 
8551.00      2.57694    0.0466384 
8552.00      2.19366    0.0467098 
8553.00      2.01888    0.0466494 
8554.00      1.87213    0.0466067 
8555.00      1.88488    0.0468105 
8556.00      1.95267    0.0468235 
8557.00      1.88113    0.0467223 
8558.00      1.75692    0.0469241 
8559.00      1.76383    0.0469575 
8560.00      1.74326    0.0469726 
8561.00      1.74316    0.0470354 
8562.00      1.84934    0.0469820 
8563.00      1.89256    0.0471499 
8564.00      1.85348    0.0469789 
8565.00      1.77444    0.0473439 
8566.00      1.86184    0.0470830 
8567.00      1.98153    0.0471359 
8568.00      1.90371    0.0472231 
8569.00      1.71559    0.0471510 
8570.00      1.64781    0.0476700 
8571.00      1.82265    0.0474449 
8572.00      2.01204    0.0473012 
8573.00      1.99676    0.0474447 
8574.00      1.91803    0.0474224 
8575.00      1.95868    0.0477842 
8576.00      2.24042    0.0474259 
8577.00      2.49155    0.0475888 
8578.00      2.70084    0.0475757 
8579.00      2.81666    0.0478379 
8580.00      2.88130    0.0481136 
8581.00      2.99222    0.0474795 
8582.00      2.99724    0.0475978 
8583.00      2.85942    0.0476048 
8584.00      2.48081    0.0477453 
8585.00      2.09522    0.0477168 
8586.00      1.92829    0.0475153 
8587.00      1.91879    0.0476573 
8588.00      1.94493    0.0478605 
8589.00      1.96199    0.0476213 
8590.00      1.87108    0.0475616 
8591.00      1.86912    0.0475282 
8592.00      2.00827    0.0474722 
8593.00      1.99067    0.0476795 
8594.00      1.97046    0.0476278 
8595.00      2.01964    0.0478073 
8596.00      2.22271    0.0479909 
8597.00      2.76431    0.0478869 
8598.00      3.44041    0.0480370 
8599.00      3.77637    0.0480616 
8600.00      3.83894    0.0482308 
8601.00      3.74451    0.0482615 
8602.00      3.43219    0.0482933 
8603.00      2.88888    0.0484398 
8604.00      2.34610    0.0486333 
8605.00      1.91983    0.0484733 
8606.00      1.57421    0.0486596 
8607.00      1.43028    0.0487647 
8608.00      1.53949    0.0485676 
8609.00      1.77274    0.0487199 
8610.00      1.83010    0.0487465 
8611.00      1.89689    0.0487727 
8612.00      1.98169    0.0487854 
8613.00      1.98491    0.0486911 
8614.00      1.95889    0.0487916 
8615.00      2.06072    0.0488893 
8616.00      2.20771    0.0487358 
8617.00      1.91360    0.0487007 
8618.00      1.68221    0.0488054 
8619.00      1.75117    0.0490340 
8620.00      1.83552    0.0485816 
8621.00      1.71827    0.0486286 
8622.00      1.58311    0.0488396 
8623.00      1.72085    0.0488633 
8624.00      1.66954    0.0488472 
8625.00      1.79845    0.0485990 
8626.00      1.96758    0.0485852 
8627.00      1.87078    0.0488989 
8628.00      1.83591    0.0486676 
8629.00      1.70790    0.0488733 
8630.00      1.60749    0.0487458 
8631.00      1.68319    0.0488446 
8632.00      1.69008    0.0490230 
8633.00      1.64654    0.0492434 
8634.00      1.57506    0.0491255 
8635.00      1.54753    0.0489480 
8636.00      1.79771    0.0490405 
8637.00      1.87985    0.0494573 
8638.00      1.92000    0.0495367 
8639.00      2.02992    0.0492321 
8640.00      2.06963    0.0489636 
8641.00      1.90009    0.0496434 
8642.00      1.83096    0.0497477 
8643.00      1.65017    0.0495364 
8644.00      1.56682    0.0490977 
8645.00      1.69332    0.0489907 
8646.00      1.73703    0.0496203 
8647.00      1.81657    0.0496276 
8648.00      1.76974    0.0493486 
8649.00      1.76100    0.0487806 
8650.00      1.76814    0.0490572 
8651.00      1.97381    0.0493444 
8652.00      2.18199    0.0494660 
8653.00      2.24872    0.0490850 
8654.00      2.12152    0.0486493 
8655.00      1.96572    0.0487510 
8656.00      1.85930    0.0492011 
8657.00      1.81120    0.0492251 
8658.00      1.73857    0.0490025 
8659.00      1.57526    0.0485673 
8660.00      1.61789    0.0486918 
8661.00      1.83803    0.0489470 
8662.00      2.08494    0.0491735 
8663.00      2.54911    0.0491052 
8664.00      3.34545    0.0486657 
8665.00      4.02568    0.0486727 
8666.00      4.31177    0.0487486 
8667.00      4.24782    0.0490105 
8668.00      3.98827    0.0491241 
8669.00      3.72507    0.0485531 
8670.00      3.18331    0.0489106 
8671.00      2.57604    0.0487476 
8672.00      2.08265    0.0490602 
8673.00      1.91786    0.0489917 
8674.00      1.92623    0.0488200 
8675.00      1.89322    0.0487212 
8676.00      1.77632    0.0487737 
8677.00      1.76882    0.0488680 
8678.00      1.77923    0.0489001 
8679.00      1.78087    0.0488288 
8680.00      1.85214    0.0490539 
8681.00      1.94405    0.0486987 
8682.00      1.90526    0.0489779 
8683.00      1.95637    0.0490619 
8684.00      2.12528    0.0489231 
8685.00      2.15845    0.0490743 
8686.00      2.19762    0.0488237 
8687.00      2.23423    0.0490685 
8688.00      2.11476    0.0490342 
8689.00      1.97183    0.0489683 
8690.00      1.87305    0.0491340 
8691.00      1.87791    0.0489895 
8692.00      1.95331    0.0489821 
8693.00      1.98769    0.0489056 
8694.00      1.90083    0.0488811 
8695.00      1.75850    0.0488987 
8696.00      1.73957    0.0487480 
8697.00      1.74850    0.0488646 
8698.00      1.68704    0.0487439 
8699.00      1.68406    0.0488145 
8700.00      1.74516    0.0486141 
8701.00      1.86609    0.0486224 
8702.00      1.97665    0.0486282 
8703.00      1.98606    0.0485235 
8704.00      1.91929    0.0485915 
8705.00      1.90688    0.0485481 
8706.00      1.87511    0.0485383 
8707.00      1.74564    0.0485402 
8708.00      1.66783    0.0485894 
8709.00      1.63382    0.0486836 
8710.00      1.68314    0.0485469 
8711.00      1.73195    0.0485239 
8712.00      1.78473    0.0486391 
8713.00      1.80308    0.0485947 
8714.00      1.81758    0.0486807 
8715.00      1.86891    0.0486266 
8716.00      1.89845    0.0486022 
8717.00      1.86311    0.0486863 
8718.00      1.78916    0.0486383 
8719.00      1.76079    0.0487631 
8720.00      1.81679    0.0485623 
8721.00      1.89133    0.0487255 
8722.00      1.94339    0.0486277 
8723.00      1.92515    0.0486281 
8724.00      1.85238    0.0488459 
8725.00      1.92349    0.0485968 
8726.00      2.08347    0.0488284 
8727.00      2.21936    0.0485470 
8728.00      2.18461    0.0485922 
8729.00      2.07110    0.0487209 
8730.00      2.02145    0.0485658 
8731.00      2.01228    0.0486934 
8732.00      2.04000    0.0485223 
8733.00      1.98623    0.0484719 
8734.00      1.83671    0.0486523 
8735.00      1.85582    0.0485408 
8736.00      1.91949    0.0485756 
8737.00      1.86613    0.0485704 
8738.00      1.97880    0.0485820 
8739.00      2.05787    0.0487242 
8740.00      1.94869    0.0491147 
8741.00      1.83760    0.0500201 
8742.00      1.83330    0.0498009 
8743.00      1.94923    0.0505200 
8744.00      2.10190    0.0502037 
8745.00      1.57398    0.0496258 
8748.00      1.43709    0.0504158 
8749.00      2.27969    0.0507207 
8750.00      3.06812    0.0505982 
8751.00      3.95393    0.0502957 
8752.00      4.52744    0.0502074 
8753.00      4.33340    0.0503767 
8754.00      4.18192    0.0504616 
8755.00      4.17023    0.0500971 
8756.00      3.39050    0.0498092 
8757.00      2.66265    0.0502907 
8758.00      2.30674    0.0521470 
8759.00      2.40443    0.0526188 
8760.00      2.39430    0.0523590 
8761.00      2.30800    0.0507542 
8762.00      1.49868    0.0500116 
8765.00      1.22426    0.0501203 
8766.00      1.65350    0.0500444 
8767.00      2.16757    0.0495406 
8768.00      2.17610    0.0507256 
8769.00      2.25816    0.0518055 
8770.00      2.15112    0.0521695 
8771.00      1.89400    0.0497175 
8772.00      1.87179    0.0494794 
8773.00      1.74294    0.0505141 
8774.00      1.47814    0.0500053 
8775.00      1.48894    0.0494370 
8776.00      1.85162    0.0492733 
8777.00      2.12061    0.0498030 
8778.00      2.04478    0.0500013 
8779.00      1.76885    0.0495537 
8780.00      1.84482    0.0493476 
8781.00      1.97719    0.0500269 
8782.00      2.04261    0.0508711 
8783.00      2.10259    0.0503583 
8784.00      2.07141    0.0491969 
8785.00      1.92114    0.0494681 
8786.00      1.83727    0.0491741 
8787.00      1.80039    0.0492933 
8788.00      1.77471    0.0494089 
8789.00      1.80891    0.0493119 
8790.00      1.80658    0.0493805 
8791.00      1.70846    0.0494435 
8792.00      1.61837    0.0494222 
8793.00      1.60265    0.0495035 
8794.00      1.64736    0.0493301 
8795.00      1.60825    0.0494710 
8796.00      1.61902    0.0494028 
8797.00      1.72112    0.0495221 
8798.00      1.81416    0.0492778 
8799.00      1.88079    0.0491925 
8800.00      1.91057    0.0494850 
8801.00      1.86027    0.0492942 
8802.00      1.85958    0.0493566 
8803.00      1.94844    0.0490249 
8804.00      1.94069    0.0492362 
8805.00      1.81948    0.0492803 
8806.00      1.68039    0.0494803 
8807.00      1.64581    0.0507146 
8808.00      1.90773    0.0532302 
8809.00      2.20255    0.0551033 
8810.00      2.30444    0.0517854 
8811.00      1.27184    0.0499080 
8813.00      1.07614    0.0508411 
8816.00      1.46362    0.0503412 
8817.00      2.27774    0.0522144 
8818.00      2.82447    0.0557819 
8819.00      2.31680    0.0542208 
8820.00      1.72458    0.0509448 
8821.00      1.40692    0.0504150 
8822.00      1.08797    0.0509482 
8823.00      1.18057    0.0513350 
8824.00      1.27647    0.0510673 
8826.00      1.50446    0.0512318 
8827.00      1.96967    0.0531170 
8828.00      1.98293    0.0529289 
8829.00      1.69823    0.0511572 
8830.00      1.65873    0.0505330 
8831.00      1.85592    0.0510903 
8832.00      1.87471    0.0512612 
8833.00      1.73982    0.0509819 
8834.00      1.62592    0.0505970 
8835.00      1.55325    0.0507032 
8836.00      1.65386    0.0512030 
8837.00      1.71274    0.0510372 
8838.00      1.57652    0.0504928 
8839.00      1.51916    0.0507695 
8840.00      1.67720    0.0513188 
8841.00      1.82872    0.0513169 
8842.00      1.76583    0.0507871 
8843.00      1.78966    0.0503022 
8844.00      1.89476    0.0504651 
8845.00      1.88515    0.0503315 
8846.00      1.81815    0.0504454 
8847.00      1.79164    0.0505129 
8848.00      1.89780    0.0508491 
8849.00      1.89420    0.0525946 
8850.00      1.58738    0.0522806 
8851.00      1.48558    0.0510296 
8852.00      1.51498    0.0508749 
8853.00      1.80957    0.0512761 
8854.00      2.28730    0.0516013 
8855.00      2.34076    0.0512825 
8856.00      2.28590    0.0507311 
8857.00      2.33094    0.0513140 
8858.00      2.16973    0.0526987 
8859.00      2.03493    0.0529724 
8860.00      2.22987    0.0513272 
8861.00      2.91860    0.0509815 
8862.00      4.18082    0.0507956 
8863.00      5.25222    0.0508161 
8864.00      5.82869    0.0508838 
8865.00      5.87368    0.0511452 
8866.00      5.49023    0.0515386 
8867.00      4.91682    0.0550154 
8868.00      3.71133    0.0567106 
8869.00      2.73095    0.0524201 
8870.00      1.79314    0.0515253 
8871.00      1.13512    0.0519810 
8872.00      1.42067    0.0525686 
8875.00      1.59482    0.0519254 
8876.00      1.66036    0.0546049 
8877.00      1.98723    0.0570026 
8878.00      1.68945    0.0537354 
8879.00      1.74003    0.0515034 
8880.00      1.87410    0.0511837 
8881.00      1.88294    0.0513442 
8882.00      1.93717    0.0512070 
8883.00      1.87997    0.0514937 
8884.00      1.92178    0.0524372 
8885.00      1.99287    0.0544876 
8886.00      1.70375    0.0525407 
8887.00      1.43398    0.0516774 
8888.00      1.26838    0.0518575 
8889.00      1.40959    0.0525122 
8890.00      1.59912    0.0525545 
8891.00      1.75194    0.0519099 
8892.00      2.01579    0.0519914 
8893.00      2.45486    0.0528744 
8894.00      2.49444    0.0545383 
8895.00      2.11482    0.0532210 
8896.00      1.86849    0.0519908 
8897.00      1.74583    0.0521049 
8898.00      1.81922    0.0519246 
8899.00      1.82676    0.0520530 
8900.00      1.60747    0.0538078 
8901.00      1.49318    0.0584940 
8902.00      1.25485    0.0575312 
8903.00      1.66977    0.0533343 
8904.00      2.98142    0.0528174 
8905.00      2.91628    0.0535937 
8906.00      2.45010    0.0541495 
8907.00      2.91189    0.0537709 
8908.00      3.28262    0.0529505 
8909.00      4.31740    0.0538851 
8910.00      3.64101    0.0569669 
8911.00      2.77256    0.0588873 
8912.00      2.15643    0.0540505 
8913.00      1.88262    0.0527956 
8914.00      1.91032    0.0527586 
8915.00      1.94964    0.0526698 
8916.00      1.86869    0.0523316 
8917.00      1.71501    0.0528339 
8918.00      1.69412    0.0524381 
8919.00      1.60933    0.0526112 
8920.00      1.49916    0.0525407 
8921.00      1.53632    0.0525961 
8922.00      1.64173    0.0529466 
8923.00      1.70311    0.0525056 
8924.00      1.63484    0.0540174 
8925.00      1.67384    0.0554533 
8926.00      1.72239    0.0550047 
8927.00      1.77043    0.0539890 
8928.00      1.98298    0.0537596 
8929.00      1.95169    0.0551550 
8930.00      1.74188    0.0552699 
8931.00      1.29276    0.0548995 
8932.00      1.33252    0.0548665 
8933.00      1.73184    0.0561203 
8934.00      1.95280    0.0575895 
8935.00      1.92663    0.0570646 
8936.00      1.73230    0.0559650 
8937.00      1.67137    0.0557883 
8938.00      1.80220    0.0564896 
8939.00      1.90569    0.0595522 
8940.00      1.92114    0.0635142 
8941.00      2.10606    0.0582149 
8942.00      1.39838    0.0574793 
8943.00      1.34855    0.0578891 
8944.00      1.56848    0.0588220 
8945.00      1.17045    0.0587538 
8946.00      1.20420    0.0580278 
8947.00      1.81431    0.0582323 
8948.00      2.30508    0.0603471 
8949.00      2.25391    0.0636900 
8950.00      1.76763    0.0607449 
8951.00      1.78729    0.0580296 
8952.00      1.82447    0.0575792 
8953.00      1.74088    0.0578144 
8954.00      1.70219    0.0579069 
8955.00      1.71218    0.0577488 
8956.00      1.76223    0.0583835 
8957.00      1.84649    0.0579000 
8958.00      1.67529    0.0586120 
8959.00      1.58634    0.0585382 
8960.00      1.62796    0.0586556 
8961.00      1.57847    0.0591902 
8962.00      1.70926    0.0591388 
8963.00      1.89063    0.0596659 
8964.00      1.88130    0.0597989 
8965.00      1.92280    0.0600010 
8966.00      1.99889    0.0605322 
8967.00      1.93073    0.0607684 
8968.00      1.99245    0.0612240 
8969.00      2.01551    0.0620721 
8970.00      2.09316    0.0632560 
8971.00      1.98391    0.0628002 
8972.00      1.43173    0.0626280 
8973.00      1.13442    0.0626723 
8974.00      1.11235    0.0634613 
8976.00      1.11739    0.0630636 
8977.00      1.34018    0.0629667 
8978.00      1.55656    0.0637708 
8979.00      1.75794    0.0644922 
8980.00      1.83230    0.0639552 
8981.00      1.87818    0.0628122 
8982.00      1.72927    0.0641332 
8983.00      1.75133    0.0670885 
8984.00      1.57073    0.0640565 
8986.00      1.13770    0.0629872 
8987.00      1.55914    0.0635471 
8988.00      1.65475    0.0637222 
8989.00      1.53491    0.0628571 
8990.00      2.06820    0.0623485 
8991.00      2.62620    0.0639915 
8992.00      2.42910    0.0657033 
8993.00      2.13246    0.0640733 
8994.00      1.89165    0.0619736 
8995.00      1.64396    0.0616822 
8996.00      1.59566    0.0616391 
8997.00      1.65658    0.0616490 
8998.00      1.85150    0.0616508 
8999.00      1.96800    0.0615263 
9000.00      1.88449    0.0621159 
9001.00      1.90201    0.0617402 
9002.00      1.94730    0.0621574 
9003.00      1.93406    0.0620568 
9004.00      1.91186    0.0620938 
9005.00      1.87473    0.0622002 
9006.00      1.75073    0.0619724 
9007.00      1.59306    0.0624260 
9008.00      1.69806    0.0621175 
9009.00      1.81727    0.0620891 
9010.00      1.86145    0.0621351 
9011.00      1.93038    0.0618755 
9012.00      2.32320    0.0625424 
9013.00      3.35542    0.0619565 
9014.00      4.67768    0.0618213 
9015.00      6.05646    0.0616726 
9016.00      6.86944    0.0611461 
9017.00      6.92502    0.0617785 
9018.00      6.49716    0.0610309 
9019.00      5.60016    0.0615021 
9020.00      4.27871    0.0615095 
9021.00      2.91919    0.0612661 
9022.00      2.18979    0.0605302 
9023.00      1.81022    0.0604603 
9024.00      1.71333    0.0606936 
9025.00      1.80243    0.0602496 
9026.00      1.68895    0.0596297 
9027.00      1.53341    0.0598866 
9028.00      1.54495    0.0600238 
9029.00      1.74499    0.0604290 
9030.00      1.90042    0.0599652 
9031.00      1.84868    0.0608422 
9032.00      1.59895    0.0601676 
9033.00      1.34748    0.0597401 
9034.00      1.53577    0.0596585 
9035.00      1.96999    0.0600482 
9036.00      2.20288    0.0605357 
9037.00      2.48629    0.0599878 
9038.00      2.46970    0.0596882 
9039.00      2.16565    0.0609020 
9040.00      1.95327    0.0614481 
9041.00      1.88175    0.0613457 
9042.00      1.92553    0.0601790 
9043.00      1.86990    0.0601932 
9044.00      1.72817    0.0607699 
9045.00      1.73319    0.0607774 
9046.00      1.79476    0.0613234 
9047.00      1.77300    0.0616138 
9048.00      1.74322    0.0619396 
9049.00      1.74383    0.0626499 
9050.00      1.70529    0.0626041 
9051.00      1.59774    0.0636139 
9052.00      1.67493    0.0635609 
9053.00      1.72685    0.0639686 
9054.00      1.62473    0.0645437 
9055.00      1.67510    0.0648318 
9056.00      1.82121    0.0652203 
9057.00      1.91499    0.0654393 
9058.00      2.06506    0.0657288 
9059.00      2.02776    0.0659225 
9060.00      1.83373    0.0660483 
9061.00      1.83337    0.0664419 
9062.00      2.07134    0.0662288 
9063.00      2.34897    0.0666942 
9064.00      2.67289    0.0666259 
9065.00      3.54761    0.0677556 
9066.00      7.04937    0.0705222 
9067.00      17.2674    0.0713196 
9068.00      36.6363    0.0687814 
9069.00      56.6016    0.0673807 
9070.00      67.1352    0.0675439 
9071.00      67.0573    0.0682365 
9072.00      60.9519    0.0680741 
9073.00      50.8303    0.0678335 
9074.00      35.9456    0.0678290 
9075.00      20.6808    0.0690209 
9076.00      8.91051    0.0697723 
9077.00      3.62675    0.0678347 
9078.00      2.19065    0.0670008 
9079.00      1.79135    0.0664138 
9080.00      1.62868    0.0663978 
9081.00      1.70642    0.0660322 
9082.00      1.79052    0.0660249 
9083.00      1.81393    0.0668129 
9084.00      1.86627    0.0666898 
9085.00      1.80602    0.0665609 
9086.00      1.80857    0.0661018 
9087.00      1.71010    0.0659934 
9088.00      1.59017    0.0662765 
9089.00      1.60795    0.0664795 
9090.00      1.67932    0.0663066 
9091.00      1.79719    0.0655592 
9092.00      1.84895    0.0661241 
9093.00      1.86072    0.0663913 
9094.00      1.91356    0.0658400 
9095.00      1.95646    0.0654725 
9096.00      2.05321    0.0651738 
9097.00      2.05591    0.0649322 
9098.00      1.80110    0.0653361 
9099.00      1.69307    0.0648318 
9100.00      1.67866    0.0652651 
9101.00      1.61484    0.0647919 
9102.00      1.50192    0.0652664 
9103.00      1.62562    0.0650951 
9104.00      1.68886    0.0648713 
9105.00      1.59317    0.0652822 
9106.00      1.53386    0.0650923 
9107.00      1.57383    0.0654096 
