#
# CMB Power Spectrum
#
# Computed for different values of the electron Thompson
# scattering optical depth: tau_e = {0,0.05,0.1,0.2,0.5}
#
# Based on CAMB output, reformatted for the ISM/IGM Book
# Figure 9.5
#
# l = power spectrum angular multipole moment
# tauXX = Delta_T in uK for tau_e = XX
#
   l  tau0.00   tau0.05   tau0.10   tau0.20   tau0.50
1869  18.04827  17.16799  16.33003  14.77667  10.95582 
1870  18.00555  17.12717  16.29141  14.74178  10.92978 
1871  17.96274  17.08654  16.25269  14.70680  10.90367 
1872  17.92066  17.04670  16.21481  14.67242  10.87842 
1873  17.87904  17.00676  16.17684  14.63796  10.85311 
1874  17.83732  16.96732  16.13939  14.60411  10.82774 
1875  17.79635  16.92808  16.10217  14.57052  10.80278 
1876  17.75528  16.88935  16.06518  14.53685  10.77822 
1877  17.71468  16.85052  16.02841  14.50345  10.75360 
1878  17.67427  16.81220  15.99187  14.47031  10.72893 
1879  17.63434  16.77439  15.95588  14.43780  10.70514 
1880  17.59517  16.73679  15.92011  14.40555  10.68129 
1881  17.55620  16.69970  15.88490  14.37393  10.65786 
1882  17.51713  16.66283  15.84992  14.34225  10.63438 
1883  17.47913  16.62649  15.81518  14.31083  10.61131 
1884  17.44133  16.59066  15.78132  14.28006  10.58867 
1885  17.40402  16.55536  15.74738  14.24991  10.56646 
1886  17.36692  16.51999  15.71401  14.21935  10.54419 
1887  17.33032  16.48515  15.68088  14.18943  10.52188 
1888  17.29451  16.45114  15.64832  14.16016  10.50095 
1889  17.25862  16.41706  15.61602  14.13117  10.47903 
1890  17.22353  16.38353  15.58429  14.10248  10.45801 
1891  17.18924  16.35084  15.55346  14.07444  10.43743 
1892  17.15488  16.31840  15.52224  14.04635  10.41729 
1893  17.12104  16.28650  15.49193  14.01892  10.39663 
1894  17.08801  16.25484  15.46221  13.99178  10.37690 
1895  17.05550  16.22375  15.43243  13.96496  10.35712 
1896  17.02322  16.19321  15.40357  13.93879  10.33780 
1897  16.99206  16.16354  15.37498  13.91330  10.31940 
1898  16.96084  16.13382  15.34699  13.88812  10.30049 
1899  16.93045  16.10497  15.31960  13.86326  10.28202 
1900  16.90030  16.07638  15.29216  13.83835  10.26402 
1901  16.87098  16.04836  15.26565  13.81448  10.24597 
1902  16.84251  16.02124  15.23975  13.79094  10.22888 
1903  16.81398  15.99437  15.21414  13.76772  10.21127 
1904  16.78690  15.96841  15.18980  13.74554  10.19559 
1905  16.75948  15.94240  15.16476  13.72297  10.17792 
1906  16.73290  15.91697  15.14067  13.70109  10.16169 
1907  16.70718  15.89245  15.11721  13.67991  10.14594 
1908  16.68173  15.86852  15.09437  13.65906  10.13065 
1909  16.65683  15.84456  15.07183  13.63855  10.11484 
1910  16.63250  15.82150  15.04992  13.61874  10.10000 
1911  16.60933  15.79937  15.02864  13.59963  10.08563 
1912  16.58644  15.77752  15.00766  13.58050  10.07174 
1913  16.56412  15.75659  14.98766  13.56245  10.05833 
1914  16.54237  15.73563  14.96797  13.54437  10.04440 
1915  16.52120  15.71560  14.94891  13.52738  10.03145 
1916  16.50061  15.69586  14.93017  13.51000  10.01898 
1917  16.48090  15.67705  14.91241  13.49407  10.00700 
1918  16.46147  15.65886  14.89463  13.47813   9.99480 
1919  16.44293  15.64097  14.87784  13.46291   9.98349 
1920  16.42498  15.62402  14.86136  13.44805   9.97246 
1921  16.40732  15.60705  14.84554  13.43354   9.96138 
1922  16.39055  15.59102  14.83037  13.41976   9.95133 
1923  16.37406  15.57562  14.81553  13.40634   9.94128 
1924  16.35818  15.56021  14.80101  13.39291   9.93116 
1925  16.34350  15.54638  14.78783  13.38096   9.92250 
1926  16.32881  15.53222  14.77430  13.36899   9.91343 
1927  16.31441  15.51870  14.76144  13.35702   9.90434 
1928  16.30153  15.50645  14.74958  13.34654   9.89672 
1929  16.28834  15.49387  14.73771  13.33604   9.88868 
1930  16.27636  15.48257  14.72685  13.32591   9.88140 
1931  16.26499  15.47159  14.71666  13.31691   9.87487 
1932  16.25392  15.46124  14.70680  13.30789   9.86828 
1933  16.24377  15.45154  14.69728  13.29962   9.86210 
1934  16.23392  15.44215  14.68843  13.29135   9.85627 
1935  16.22467  15.43341  14.68026  13.28420   9.85084 
1936  16.21604  15.42498  14.67242  13.27705   9.84581 
1937  16.20771  15.41720  14.66492  13.27027   9.84078 
1938  16.20031  15.41006  14.65810  13.26424   9.83651 
1939  16.19321  15.40357  14.65196  13.25858   9.83265 
1940  16.18672  15.39740  14.64616  13.25330   9.82878 
1941  16.18085  15.39188  14.64104  13.24877   9.82573 
1942  16.17529  15.38668  14.63591  13.24424   9.82237 
1943  16.17065  15.38213  14.63181  13.24047   9.81978 
1944  16.16632  15.37823  14.62805  13.23707   9.81759 
1945  16.16230  15.37433  14.62429  13.23405   9.81509 
1946  16.15921  15.37140  14.62156  13.23140   9.81336 
1947  16.15611  15.36815  14.61882  13.22876   9.81132 
1948  16.15395  15.36652  14.61677  13.22725   9.81050 
1949  16.15209  15.36457  14.61506  13.22573   9.80938 
1950  16.15054  15.36327  14.61403  13.22460   9.80867 
1951  16.14992  15.36262  14.61335  13.22422   9.80841 
1952  16.14961  15.36229  14.61301  13.22384   9.80826 
1953  16.14961  15.36229  14.61335  13.22384   9.80857 
1954  16.15023  15.36294  14.61369  13.22460   9.80892 
1955  16.15116  15.36392  14.61438  13.22535   9.80943 
1956  16.15240  15.36489  14.61574  13.22611   9.81005 
1957  16.15518  15.36782  14.61814  13.22876   9.81270 
1958  16.15673  15.36913  14.61951  13.22989   9.81280 
1959  16.15952  15.37173  14.62190  13.23216   9.81453 
1960  16.16230  15.37433  14.62464  13.23442   9.81606 
1961  16.16570  15.37758  14.62771  13.23707   9.81815 
1962  16.16942  15.38116  14.63113  13.24009   9.82034 
1963  16.17344  15.38506  14.63489  13.24349   9.82273 
1964  16.17807  15.38928  14.63865  13.24689   9.82527 
1965  16.18302  15.39415  14.64309  13.25104   9.82843 
1966  16.18796  15.39903  14.64787  13.25519   9.83138 
1967  16.19382  15.40422  14.65299  13.26009   9.83489 
1968  16.19907  15.40941  14.65776  13.26424   9.83789 
1969  16.20556  15.41558  14.66356  13.26951   9.84185 
1970  16.21173  15.42109  14.66901  13.27441   9.84525 
1971  16.21820  15.42757  14.67515  13.28006   9.84931 
1972  16.22498  15.43405  14.68128  13.28533   9.85322 
1973  16.23207  15.44085  14.68775  13.29097   9.85738 
1974  16.23977  15.44798  14.69456  13.29737   9.86215 
1975  16.24715  15.45510  14.70136  13.30338   9.86646 
1976  16.25484  15.46253  14.70816  13.30977   9.87102 
1977  16.26315  15.46997  14.71564  13.31653   9.87588 
1978  16.27114  15.47773  14.72277  13.32291   9.88069 
1979  16.27943  15.48580  14.73058  13.33004   9.88575 
1980  16.28834  15.49419  14.73839  13.33717   9.89111 
1981  16.29693  15.50226  14.74619  13.34391   9.89606 
1982  16.30552  15.51064  14.75398  13.35103   9.90136 
1983  16.31472  15.51934  14.76245  13.35852   9.90692 
1984  16.32391  15.52804  14.77058  13.36638   9.91252 
1985  16.33340  15.53705  14.77938  13.37386   9.91842 
1986  16.34258  15.54574  14.78749  13.38170   9.92391 
1987  16.35206  15.55474  14.79595  13.38917   9.92940 
1988  16.36154  15.56374  14.80473  13.39701   9.93529 
1989  16.37132  15.57305  14.81351  13.40485   9.94113 
1990  16.38109  15.58268  14.82262  13.41305   9.94741 
1991  16.39055  15.59166  14.83105  13.42088   9.95294 
1992  16.40030  15.60064  14.83947  13.42870   9.95846 
1993  16.41006  15.60993  14.84857  13.43652   9.96444 
1994  16.41981  15.61922  14.85732  13.44470   9.97046 
1995  16.42985  15.62882  14.86674  13.45325   9.97692 
1996  16.43959  15.63809  14.87548  13.46105   9.98263 
1997  16.44932  15.64736  14.88422  13.46885   9.98849 
1998  16.45934  15.65695  14.89329  13.47702   9.99475 
1999  16.46906  15.66621  14.90201  13.48518  10.00050 
2000  16.47847  15.67514  14.91073  13.49296  10.00650 
2001  16.48818  15.68439  14.91945  13.50111  10.01249 
2002  16.49788  15.69363  14.92816  13.50889  10.01848 
2003  16.50757  15.70287  14.93687  13.51703  10.02447 
2004  16.51696  15.71178  14.94557  13.52479  10.03045 
2005  16.52634  15.72069  14.95393  13.53218  10.03594 
2006  16.53572  15.72959  14.96262  13.54031  10.04241 
2007  16.54449  15.73817  14.97064  13.54732  10.04739 
2008  16.55385  15.74675  14.97898  13.55507  10.05336 
2009  16.56261  15.75532  14.98699  13.56245  10.05932 
2010  16.57106  15.76357  14.99467  13.56945  10.06429 
2011  16.57981  15.77181  15.00267  13.57682  10.06976 
2012  16.58855  15.78005  15.01033  13.58381  10.07522 
2013  16.59639  15.78765  15.01766  13.59044  10.07968 
2014  16.60482  15.79557  15.02531  13.59706  10.08514 
2015  16.61295  15.80316  15.03263  13.60404  10.09009 
2016  16.62077  15.81076  15.03995  13.61066  10.09554 
2017  16.62829  15.81771  15.04659  13.61653  10.10000 
2018  16.63550  15.82466  15.05324  13.62278  10.10445 
2019  16.64272  15.83161  15.05955  13.62865  10.10891 
2020  16.64962  15.83825  15.06619  13.63451  10.11336 
2021  16.65653  15.84487  15.07249  13.64001  10.11731 
2022  16.66283  15.85087  15.07813  13.64515  10.12126 
2023  16.66913  15.85686  15.08377  13.65028  10.12472 
2024  16.67513  15.86253  15.08907  13.65540  10.12867 
2025  16.68053  15.86758  15.09404  13.65943  10.13163 
2026  16.68622  15.87293  15.09901  13.66419  10.13509 
2027  16.69161  15.87797  15.10397  13.66858  10.13854 
2028  16.69611  15.88238  15.10828  13.67223  10.14101 
2029  16.70090  15.88710  15.11258  13.67626  10.14396 
2030  16.70509  15.89088  15.11622  13.67955  10.14643 
2031  16.70898  15.89465  15.11985  13.68284  10.14840 
2032  16.71287  15.89843  15.12316  13.68576  10.15086 
2033  16.71616  15.90157  15.12614  13.68868  10.15234 
2034  16.71945  15.90472  15.12911  13.69124  10.15480 
2035  16.72214  15.90723  15.13142  13.69343  10.15579 
2036  16.72453  15.90943  15.13341  13.69525  10.15677 
2037  16.72692  15.91163  15.13572  13.69708  10.15825 
2038  16.72812  15.91289  15.13671  13.69781  10.15874 
2039  16.72961  15.91414  15.13803  13.69890  10.15923 
2040  16.73081  15.91540  15.13935  13.70000  10.16022 
2041  16.73141  15.91572  15.13968  13.70037  10.16022 
2042  16.73200  15.91634  15.14001  13.70073  10.16022 
2043  16.73171  15.91603  15.13968  13.70037  10.15972 
2044  16.73171  15.91603  15.13968  13.70037  10.15972 
2045  16.73081  15.91509  15.13902  13.69963  10.15874 
2046  16.72991  15.91414  15.13803  13.69890  10.15825 
2047  16.72812  15.91257  15.13671  13.69744  10.15726 
2048  16.72633  15.91100  15.13473  13.69562  10.15579 
2049  16.72423  15.90880  15.13275  13.69379  10.15431 
2050  16.72124  15.90629  15.13043  13.69160  10.15283 
2051  16.71795  15.90283  15.12713  13.68868  10.15037 
2052  16.71466  15.89969  15.12415  13.68612  10.14840 
2053  16.71048  15.89591  15.12052  13.68284  10.14594 
2054  16.70629  15.89151  15.11655  13.67918  10.14298 
2055  16.70120  15.88710  15.11192  13.67516  10.14002 
2056  16.69611  15.88207  15.10728  13.67077  10.13706 
2057  16.69072  15.87671  15.10232  13.66638  10.13361 
2058  16.68472  15.87104  15.09702  13.66126  10.13015 
